source,entity_type,bank_id,record_id,name,blood_group,component,category,contact,email,address,city,state,pincode,age,quantity,units_available,event_time,updated_at,notes
REDCROSS,inventory_transaction,3,redcross-3-1217-6b25004dcbb7a3e9db5416d54e444fba,,O+,Plasma,,,,,,,,,1,20,2025-03-17 17:03:42,2025-03-17 17:03:42,INFLOW
REDCROSS,inventory_transaction,49,redcross-49-1218-daf10a43e5b863a658b62198349149f0,,O+,Whole Blood,,,,,,,,,4,12,2026-02-11 10:59:53,2026-02-11 10:59:53,OUTFLOW
REDCROSS,inventory_transaction,49,redcross-49-1219-09f811031421d3ab6b43b4c1ceb2b681,,O+,Cryoprecipitate,,,,,,,,,1,0,2025-03-20 13:50:46,2025-03-20 13:50:46,OUTFLOW
REDCROSS,inventory_transaction,36,redcross-36-1220-b098b397ab2161192e91c824dcddd4f6,,B+,Cryoprecipitate,,,,,,,,,3,6,2024-10-21 17:29:27,2024-10-21 17:29:27,OUTFLOW
REDCROSS,inventory_transaction,11,redcross-11-1221-ea0643eb420d18e04a01581bf16d965e,,B-,Plasma,,,,,,,,,1,1,2024-08-31 04:58:00,2024-08-31 04:58:00,OUTFLOW
REDCROSS,inventory_transaction,6,redcross-6-1222-62b58e96065bcec1576d592228f21dec,,AB-,Platelets,,,,,,,,,2,3,2025-08-07 12:02:39,2025-08-07 12:02:39,INFLOW
REDCROSS,inventory_transaction,43,redcross-43-1223-de727a39c07eee4dec4e467f561ab038,,O+,Cryoprecipitate,,,,,,,,,6,12,2025-09-14 00:07:19,2025-09-14 00:07:19,OUTFLOW
REDCROSS,inventory_transaction,17,redcross-17-1224-1824bbf783813ac619bebc3fb3a4c74b,,AB+,Plasma,,,,,,,,,2,7,2025-03-26 00:29:02,2025-03-26 00:29:02,INFLOW
REDCROSS,inventory_transaction,14,redcross-14-1225-958690a588a9aa5451d83d408debec94,,B+,Platelets,,,,,,,,,1,0,2024-10-10 19:35:20,2024-10-10 19:35:20,OUTFLOW
REDCROSS,inventory_transaction,12,redcross-12-1226-b59468f3a81774da18ef4639784f016b,,O+,Fresh Frozen Plasma,,,,,,,,,2,13,2025-05-21 04:14:40,2025-05-21 04:14:40,INFLOW
REDCROSS,inventory_transaction,15,redcross-15-1227-47232260f69ba0bc69d7f16d48e2dc05,,O+,Whole Blood,,,,,,,,,1,3,2025-06-02 14:37:20,2025-06-02 14:37:20,INFLOW
REDCROSS,inventory_transaction,46,redcross-46-1228-3b921da451406ffc655061bd43632080,,AB-,Fresh Frozen Plasma,,,,,,,,,1,3,2024-12-27 17:45:02,2024-12-27 17:45:02,INFLOW
REDCROSS,inventory_transaction,7,redcross-7-1229-66a541d886accd3de2543f1b334b7737,,O+,Plasma,,,,,,,,,12,48,2024-03-20 07:13:20,2024-03-20 07:13:20,INFLOW
REDCROSS,inventory_transaction,5,redcross-5-1230-a92c52c433ffa006afecb561c7189205,,A+,Fresh Frozen Plasma,,,,,,,,,7,28,2024-11-30 19:50:23,2024-11-30 19:50:23,INFLOW
REDCROSS,inventory_transaction,31,redcross-31-1231-9a8ff98e5b3e0fadc5023e62148695cb,,B-,Fresh Frozen Plasma,,,,,,,,,1,0,2024-06-13 11:02:18,2024-06-13 11:02:18,OUTFLOW
REDCROSS,inventory_transaction,7,redcross-7-1232-2691ec1c32ff85b17eb7be1bdd87ce8e,,B+,Fresh Frozen Plasma,,,,,,,,,12,25,2026-03-10 23:32:50,2026-03-10 23:32:50,OUTFLOW
REDCROSS,inventory_transaction,14,redcross-14-1233-c7f99b84e1170d90921635124c9c6325,,B+,Platelets,,,,,,,,,1,11,2026-01-13 04:24:48,2026-01-13 04:24:48,INFLOW
REDCROSS,inventory_transaction,15,redcross-15-1234-bf63542b9cc9e598b04204df85a29bfe,,B+,Platelets,,,,,,,,,1,0,2026-01-21 13:34:46,2026-01-21 13:34:46,OUTFLOW
REDCROSS,inventory_transaction,39,redcross-39-1235-0a85048731945fc4960ffcb884f23155,,B+,Platelets,,,,,,,,,3,6,2024-11-20 08:12:53,2024-11-20 08:12:53,OUTFLOW
REDCROSS,inventory_transaction,16,redcross-16-1236-d92cf64c89f070eb51e55cdbfc37e143,,O+,Fresh Frozen Plasma,,,,,,,,,8,23,2024-11-18 23:07:44,2024-11-18 23:07:44,INFLOW
REDCROSS,inventory_transaction,24,redcross-24-1237-a9ebf892659bce723f8842606c53f25a,,O+,Platelets,,,,,,,,,2,5,2025-01-05 20:30:38,2025-01-05 20:30:38,OUTFLOW
REDCROSS,inventory_transaction,27,redcross-27-1238-4749c3a87fefd1ab67b36eff5200e539,,O+,Packed RBC,,,,,,,,,5,37,2024-09-07 13:43:37,2024-09-07 13:43:37,OUTFLOW
REDCROSS,inventory_transaction,39,redcross-39-1239-66e1c62f1888ba160e7dce5c2fa7c9fb,,O+,Fresh Frozen Plasma,,,,,,,,,5,37,2024-04-30 02:26:26,2024-04-30 02:26:26,INFLOW
REDCROSS,inventory_transaction,32,redcross-32-1240-3b627f3768b53d6d995b9ceabf218ffb,,A+,Packed RBC,,,,,,,,,5,21,2025-04-09 00:10:07,2025-04-09 00:10:07,OUTFLOW
REDCROSS,inventory_transaction,49,redcross-49-1241-a9ac2f8971afedc2cfc8743425f149a6,,B+,Plasma,,,,,,,,,1,0,2024-05-09 01:53:27,2024-05-09 01:53:27,OUTFLOW
REDCROSS,inventory_transaction,5,redcross-5-1242-fc866476532ce54473b16a4a72051b76,,O+,Platelets,,,,,,,,,4,13,2025-03-08 11:08:25,2025-03-08 11:08:25,OUTFLOW
REDCROSS,inventory_transaction,46,redcross-46-1243-dbae7bd29d8286dc3c84112d7b18701d,,O+,Fresh Frozen Plasma,,,,,,,,,3,3,2024-12-10 18:38:39,2024-12-10 18:38:39,OUTFLOW
REDCROSS,inventory_transaction,3,redcross-3-1244-e6e924d63b116103f6147dc3caf58ac6,,O+,Fresh Frozen Plasma,,,,,,,,,14,39,2025-02-22 20:28:47,2025-02-22 20:28:47,OUTFLOW
REDCROSS,inventory_transaction,19,redcross-19-1245-fa2ff66e8828979386a6d31d174ae5de,,A+,Cryoprecipitate,,,,,,,,,1,9,2024-07-06 23:49:37,2024-07-06 23:49:37,INFLOW
REDCROSS,inventory_transaction,1,redcross-1-1246-4c26497f046d0298bc64bb239e6e0875,,B+,Fresh Frozen Plasma,,,,,,,,,5,6,2025-04-09 12:20:28,2025-04-09 12:20:28,OUTFLOW
REDCROSS,inventory_transaction,47,redcross-47-1247-fd2c2db5eacbdd8df82d5753c4a20d06,,B+,Whole Blood,,,,,,,,,17,50,2025-05-20 10:03:36,2025-05-20 10:03:36,INFLOW
REDCROSS,inventory_transaction,33,redcross-33-1248-ceeaa0f9300e18f63d2ce21eca0bcf59,,AB+,Plasma,,,,,,,,,1,3,2025-01-28 10:48:11,2025-01-28 10:48:11,INFLOW
REDCROSS,inventory_transaction,28,redcross-28-1249-f0593d4b83292e481de01564d05ef77b,,B+,Platelets,,,,,,,,,1,1,2024-11-17 03:22:18,2024-11-17 03:22:18,OUTFLOW
REDCROSS,inventory_transaction,19,redcross-19-1250-8d29523abcfab66813a9584f8d88f403,,O+,Plasma,,,,,,,,,4,42,2024-06-22 09:58:16,2024-06-22 09:58:16,INFLOW
REDCROSS,inventory_transaction,43,redcross-43-1251-59c73f93e0190c2f40392c03898f674c,,O+,Whole Blood,,,,,,,,,1,3,2025-06-04 05:01:38,2025-06-04 05:01:38,INFLOW
REDCROSS,inventory_transaction,32,redcross-32-1252-c9afa7e2208ef1620a04cd6abdf26570,,A+,Whole Blood,,,,,,,,,9,37,2024-10-15 18:27:46,2024-10-15 18:27:46,INFLOW
REDCROSS,inventory_transaction,30,redcross-30-1253-4c8db59d57fa14f703f239064c9052bc,,O+,Whole Blood,,,,,,,,,5,26,2024-05-02 14:56:27,2024-05-02 14:56:27,OUTFLOW
REDCROSS,inventory_transaction,6,redcross-6-1254-b131f4d9b27314a6467594f554be14bc,,AB+,Fresh Frozen Plasma,,,,,,,,,1,2,2024-04-29 11:51:05,2024-04-29 11:51:05,OUTFLOW
REDCROSS,inventory_transaction,21,redcross-21-1255-e92472e60369afe7d7f2557154927d60,,O+,Fresh Frozen Plasma,,,,,,,,,3,52,2025-10-07 23:32:43,2025-10-07 23:32:43,INFLOW
REDCROSS,inventory_transaction,3,redcross-3-1256-54d9311b7ee54efa684abafcb79189a7,,B+,Cryoprecipitate,,,,,,,,,1,9,2024-11-21 06:53:35,2024-11-21 06:53:35,OUTFLOW
REDCROSS,inventory_transaction,41,redcross-41-1257-a7a5c0af784b4669cdf5e870d3bcb575,,A+,Packed RBC,,,,,,,,,8,24,2025-01-20 07:43:12,2025-01-20 07:43:12,INFLOW
REDCROSS,inventory_transaction,32,redcross-32-1258-f5ca041810e1e03c0971385c8a798da8,,A+,Cryoprecipitate,,,,,,,,,1,2,2024-05-14 06:40:56,2024-05-14 06:40:56,INFLOW
REDCROSS,inventory_transaction,28,redcross-28-1259-8fe47728264f98a57d8fd3ad3012e417,,O+,Platelets,,,,,,,,,4,4,2025-12-28 05:02:26,2025-12-28 05:02:26,OUTFLOW
REDCROSS,inventory_transaction,41,redcross-41-1260-8c6ad338c32f174a8b1512016f9a8280,,B+,Cryoprecipitate,,,,,,,,,1,5,2025-06-27 21:11:56,2025-06-27 21:11:56,INFLOW
REDCROSS,inventory_transaction,43,redcross-43-1261-cac8c7a6ef18bfc71aa9ac296d53f01e,,B+,Cryoprecipitate,,,,,,,,,1,2,2024-12-31 17:30:18,2024-12-31 17:30:18,INFLOW
REDCROSS,inventory_transaction,49,redcross-49-1262-e87695b2bc70af93e0fb6bed83e95a06,,A+,Plasma,,,,,,,,,1,6,2024-11-29 07:42:27,2024-11-29 07:42:27,OUTFLOW
REDCROSS,inventory_transaction,30,redcross-30-1263-9ac48f6fee3c44bfa0d7faee16e72e46,,B-,Cryoprecipitate,,,,,,,,,2,3,2025-12-14 12:45:08,2025-12-14 12:45:08,INFLOW
REDCROSS,inventory_transaction,27,redcross-27-1264-4e15a1c47fdd015953494def1873240f,,A+,Whole Blood,,,,,,,,,1,27,2025-06-03 06:56:54,2025-06-03 06:56:54,INFLOW
REDCROSS,inventory_transaction,50,redcross-50-1265-35fbd9de305f76263749d4ec290dd811,,O+,Cryoprecipitate,,,,,,,,,1,9,2025-02-04 14:27:25,2025-02-04 14:27:25,INFLOW
REDCROSS,inventory_transaction,32,redcross-32-1266-e58a51607e27e64ed540421ffa270e81,,A+,Fresh Frozen Plasma,,,,,,,,,5,9,2024-02-16 09:28:26,2024-02-16 09:28:26,OUTFLOW
REDCROSS,inventory_transaction,11,redcross-11-1267-a5950a22e5a9bb5021759cbf4c0ea2e2,,B+,Cryoprecipitate,,,,,,,,,5,14,2025-09-20 19:21:08,2025-09-20 19:21:08,INFLOW
REDCROSS,inventory_transaction,47,redcross-47-1268-7482e11e8faa7b26648dd2d31810b67e,,O+,Plasma,,,,,,,,,25,74,2025-12-22 10:58:22,2025-12-22 10:58:22,INFLOW
REDCROSS,inventory_transaction,5,redcross-5-1269-b8ba94cf21e39c1d0a55471d45e4e0a8,,A+,Platelets,,,,,,,,,4,12,2025-07-02 06:10:53,2025-07-02 06:10:53,INFLOW
REDCROSS,inventory_transaction,19,redcross-19-1270-270be3468cb97bb2ced3bc834703c3d9,,A+,Fresh Frozen Plasma,,,,,,,,,1,1,2024-08-08 17:46:15,2024-08-08 17:46:15,INFLOW
REDCROSS,inventory_transaction,49,redcross-49-1271-44a61daee29e5aca8778fa87c5860a35,,B-,Whole Blood,,,,,,,,,1,1,2026-03-21 15:02:10,2026-03-21 15:02:10,OUTFLOW
REDCROSS,inventory_transaction,2,redcross-2-1272-a0200abf0589356799e784c8aa175dcd,,O+,Cryoprecipitate,,,,,,,,,6,18,2024-10-05 23:07:52,2024-10-05 23:07:52,INFLOW
REDCROSS,inventory_transaction,9,redcross-9-1273-2126fed7d48a31b2adf616696cd5c221,,A+,Fresh Frozen Plasma,,,,,,,,,1,25,2024-03-19 02:32:46,2024-03-19 02:32:46,OUTFLOW
REDCROSS,inventory_transaction,1,redcross-1-1274-4a09169fd19271cca7ddb48edadc1956,,A+,Platelets,,,,,,,,,1,5,2024-06-04 03:47:37,2024-06-04 03:47:37,OUTFLOW
REDCROSS,inventory_transaction,39,redcross-39-1275-eb9b86052f457a98d87bd9f1160d3ed1,,AB+,Fresh Frozen Plasma,,,,,,,,,2,9,2026-01-31 00:19:17,2026-01-31 00:19:17,INFLOW
REDCROSS,inventory_transaction,17,redcross-17-1276-3870fa9141e6a3262dff84c6073c36d1,,B-,Platelets,,,,,,,,,2,3,2024-10-25 13:05:14,2024-10-25 13:05:14,INFLOW
REDCROSS,inventory_transaction,19,redcross-19-1277-987b461653a8a3a2cea6974a1d1b8fe0,,AB+,Platelets,,,,,,,,,1,2,2025-01-26 00:31:46,2025-01-26 00:31:46,OUTFLOW
REDCROSS,inventory_transaction,49,redcross-49-1278-09dfc0f545b6ebad275e14a276a241c4,,B+,Whole Blood,,,,,,,,,8,22,2025-08-14 00:25:49,2025-08-14 00:25:49,INFLOW
REDCROSS,inventory_transaction,31,redcross-31-1279-414e6b0730a123445fe88dc6cde38963,,B+,Cryoprecipitate,,,,,,,,,2,10,2024-05-27 20:05:06,2024-05-27 20:05:06,INFLOW
REDCROSS,inventory_transaction,32,redcross-32-1280-c78ce1a531c9b4b9f64703b9f4fea18b,,B+,Whole Blood,,,,,,,,,8,44,2025-09-23 15:33:46,2025-09-23 15:33:46,INFLOW
REDCROSS,inventory_transaction,50,redcross-50-1281-2fbb8df14d7dfff78a70907d58c57cc6,,B+,Plasma,,,,,,,,,14,50,2024-12-11 04:02:20,2024-12-11 04:02:20,INFLOW
REDCROSS,inventory_transaction,18,redcross-18-1282-6dce5b66a0f6ff2b224792f95bd6a872,,A+,Platelets,,,,,,,,,1,2,2025-07-12 15:20:41,2025-07-12 15:20:41,OUTFLOW
REDCROSS,inventory_transaction,30,redcross-30-1283-879684a7fdc09a43710ef5af39eb1131,,A+,Platelets,,,,,,,,,1,0,2026-01-27 23:05:58,2026-01-27 23:05:58,OUTFLOW
REDCROSS,inventory_transaction,45,redcross-45-1284-4137bacf4220e26751304f8a044d1734,,O+,Packed RBC,,,,,,,,,2,8,2024-06-14 16:47:07,2024-06-14 16:47:07,OUTFLOW
REDCROSS,inventory_transaction,29,redcross-29-1285-7febbc8302e48e9d8411152befca95c8,,AB+,Whole Blood,,,,,,,,,4,12,2025-03-10 15:10:40,2025-03-10 15:10:40,INFLOW
REDCROSS,inventory_transaction,48,redcross-48-1286-23e3baf7472a461bf4f0e6d59a56a8e1,,AB+,Plasma,,,,,,,,,3,13,2024-10-30 03:27:18,2024-10-30 03:27:18,INFLOW
REDCROSS,inventory_transaction,21,redcross-21-1287-a98b8fe0f3030fdc4ec6ecf8f735af57,,B+,Fresh Frozen Plasma,,,,,,,,,5,8,2024-06-18 04:18:33,2024-06-18 04:18:33,OUTFLOW
REDCROSS,inventory_transaction,46,redcross-46-1288-00d8fdb75a87501c2e27baf5fdf334ad,,B+,Platelets,,,,,,,,,6,17,2025-04-18 06:59:21,2025-04-18 06:59:21,INFLOW
REDCROSS,inventory_transaction,11,redcross-11-1289-f9a119df7e39a357f144ac33048c523c,,B+,Plasma,,,,,,,,,1,5,2025-03-02 05:09:30,2025-03-02 05:09:30,INFLOW
REDCROSS,inventory_transaction,45,redcross-45-1290-a9309710ff29f87f01486374d66563d5,,O+,Cryoprecipitate,,,,,,,,,3,17,2025-04-14 10:06:03,2025-04-14 10:06:03,INFLOW
REDCROSS,inventory_transaction,23,redcross-23-1291-7e5ebb4ce9db999cf1d2364cf86e81f3,,A+,Packed RBC,,,,,,,,,10,37,2024-01-15 06:17:18,2024-01-15 06:17:18,INFLOW
REDCROSS,inventory_transaction,24,redcross-24-1292-f1601e7dd35db824671385fe002ec8d2,,A+,Plasma,,,,,,,,,1,11,2025-07-28 17:41:42,2025-07-28 17:41:42,OUTFLOW
REDCROSS,inventory_transaction,38,redcross-38-1293-ff9de9870df663c001550702bdae768b,,O+,Cryoprecipitate,,,,,,,,,3,7,2024-07-01 08:36:06,2024-07-01 08:36:06,INFLOW
REDCROSS,inventory_transaction,42,redcross-42-1294-631ca0b0adaa109c9a268ca4710666e3,,A+,Fresh Frozen Plasma,,,,,,,,,4,26,2025-08-29 19:17:51,2025-08-29 19:17:51,OUTFLOW
REDCROSS,inventory_transaction,11,redcross-11-1295-7ac3c511c6bf880c28f336a853e63fbf,,O+,Packed RBC,,,,,,,,,4,6,2024-04-03 19:09:09,2024-04-03 19:09:09,OUTFLOW
REDCROSS,inventory_transaction,1,redcross-1-1296-cce72398f378165d3252fbf517ee62f2,,O+,Whole Blood,,,,,,,,,11,41,2026-04-06 14:27:42,2026-04-06 14:27:42,INFLOW
REDCROSS,inventory_transaction,33,redcross-33-1297-b19f4a1a3424cdc53ba45d2b109df3f2,,A+,Packed RBC,,,,,,,,,5,17,2025-01-21 12:45:30,2025-01-21 12:45:30,OUTFLOW
REDCROSS,inventory_transaction,34,redcross-34-1298-8b1b9d4daf70f92da51e8c0a72e41480,,O+,Whole Blood,,,,,,,,,3,14,2024-08-07 05:40:53,2024-08-07 05:40:53,OUTFLOW
REDCROSS,inventory_transaction,28,redcross-28-1299-b6587fd7a8610aa1d100157871c46b6e,,B+,Plasma,,,,,,,,,11,16,2024-09-13 21:07:35,2024-09-13 21:07:35,OUTFLOW
REDCROSS,inventory_transaction,23,redcross-23-1300-ec41133a73c3e2d970e98d808bc5de09,,O+,Fresh Frozen Plasma,,,,,,,,,4,23,2026-02-28 21:22:46,2026-02-28 21:22:46,OUTFLOW
REDCROSS,inventory_transaction,40,redcross-40-1301-66ae79a7787e48948bbd03a0c1719998,,B+,Packed RBC,,,,,,,,,6,34,2024-07-02 23:00:12,2024-07-02 23:00:12,INFLOW
REDCROSS,inventory_transaction,13,redcross-13-1302-3ae8933803c2a669d661a902dbd5a3a5,,O+,Fresh Frozen Plasma,,,,,,,,,2,2,2025-01-12 08:32:58,2025-01-12 08:32:58,INFLOW
REDCROSS,inventory_transaction,42,redcross-42-1303-a3e702e06a6b309117f9d694f89163dc,,O+,Plasma,,,,,,,,,2,42,2025-12-13 22:16:17,2025-12-13 22:16:17,INFLOW
REDCROSS,inventory_transaction,2,redcross-2-1304-12e23b0330b1f9435922912c0dedad02,,AB+,Plasma,,,,,,,,,3,4,2025-10-09 14:31:11,2025-10-09 14:31:11,OUTFLOW
REDCROSS,inventory_transaction,42,redcross-42-1305-3b9e2895c99afb65b9879de557d67e68,,A+,Whole Blood,,,,,,,,,2,11,2024-01-30 19:57:45,2024-01-30 19:57:45,INFLOW
REDCROSS,inventory_transaction,6,redcross-6-1306-a754327a08579ef365d4262a365cf75b,,B+,Whole Blood,,,,,,,,,3,9,2025-10-14 22:03:20,2025-10-14 22:03:20,INFLOW
REDCROSS,inventory_transaction,42,redcross-42-1307-474078025871951738c0be8fa06d6e94,,B+,Whole Blood,,,,,,,,,5,15,2025-11-19 10:57:45,2025-11-19 10:57:45,INFLOW
REDCROSS,inventory_transaction,34,redcross-34-1308-3ffd7697e9c93646197fc76a0260dfe3,,O+,Cryoprecipitate,,,,,,,,,2,8,2025-11-14 21:03:04,2025-11-14 21:03:04,INFLOW
REDCROSS,inventory_transaction,6,redcross-6-1309-96f676635a6feeb171c45dc3a505389f,,O+,Whole Blood,,,,,,,,,6,17,2024-07-22 22:32:26,2024-07-22 22:32:26,INFLOW
REDCROSS,inventory_transaction,20,redcross-20-1310-ecac95a1fbc3997962a6f1ac4fe631d8,,O+,Fresh Frozen Plasma,,,,,,,,,3,8,2025-04-22 18:53:44,2025-04-22 18:53:44,INFLOW
REDCROSS,inventory_transaction,6,redcross-6-1311-59af9cd0fa1f058fc13a3d1fafb2585e,,O+,Whole Blood,,,,,,,,,1,41,2024-03-29 05:20:37,2024-03-29 05:20:37,INFLOW
REDCROSS,inventory_transaction,1,redcross-1-1312-1c67862a03c9c41bda8d002dd1a3b71d,,O+,Fresh Frozen Plasma,,,,,,,,,21,64,2026-01-11 07:19:53,2026-01-11 07:19:53,INFLOW
REDCROSS,inventory_transaction,48,redcross-48-1313-aebfe040927411cd2b2ae9cef20bd874,,A+,Packed RBC,,,,,,,,,3,20,2025-01-23 22:18:11,2025-01-23 22:18:11,INFLOW
REDCROSS,inventory_transaction,21,redcross-21-1314-a7fc4212f45b42a4c514d83ed44c734d,,B+,Packed RBC,,,,,,,,,5,33,2024-07-23 05:18:16,2024-07-23 05:18:16,INFLOW
REDCROSS,inventory_transaction,32,redcross-32-1315-31a1497b1a3e13264e8b80d0b0be9d3a,,O+,Fresh Frozen Plasma,,,,,,,,,6,46,2025-10-19 16:28:53,2025-10-19 16:28:53,INFLOW
REDCROSS,inventory_transaction,38,redcross-38-1316-765b771b27ce9071ad7f98cb83b6a94d,,B+,Platelets,,,,,,,,,6,6,2025-12-20 13:22:41,2025-12-20 13:22:41,OUTFLOW
REDCROSS,inventory_transaction,19,redcross-19-1317-4a58ae679a0a70041a2eeea6700ce998,,O+,Cryoprecipitate,,,,,,,,,1,1,2025-07-18 23:50:17,2025-07-18 23:50:17,OUTFLOW
REDCROSS,inventory_transaction,17,redcross-17-1318-cec0276c655f49c22f5ecf632276c1c0,,O+,Fresh Frozen Plasma,,,,,,,,,4,15,2024-04-28 16:42:40,2024-04-28 16:42:40,INFLOW
REDCROSS,inventory_transaction,30,redcross-30-1319-e2d3ad86a9b5d01d91648aa4d9e9eeab,,B+,Fresh Frozen Plasma,,,,,,,,,2,18,2025-11-05 18:57:02,2025-11-05 18:57:02,OUTFLOW
REDCROSS,inventory_transaction,41,redcross-41-1320-39db4b4d1d7313cde1174661feeb027f,,O+,Whole Blood,,,,,,,,,2,8,2025-05-01 10:21:41,2025-05-01 10:21:41,INFLOW
REDCROSS,inventory_transaction,20,redcross-20-1321-a33d8b66c4c2f44a57080297060ec620,,O+,Platelets,,,,,,,,,7,21,2024-01-23 14:51:39,2024-01-23 14:51:39,INFLOW
REDCROSS,inventory_transaction,31,redcross-31-1322-9adeebe2e1309858adf6da89bbe53c6a,,A+,Fresh Frozen Plasma,,,,,,,,,5,20,2025-09-07 10:30:43,2025-09-07 10:30:43,OUTFLOW
REDCROSS,inventory_transaction,3,redcross-3-1323-1697308c54f9a3776c5cd9276cf724c1,,A-,Packed RBC,,,,,,,,,1,1,2025-06-03 03:26:27,2025-06-03 03:26:27,OUTFLOW
REDCROSS,inventory_transaction,38,redcross-38-1324-93fd6ff399e5725ce1d7f52663574834,,O+,Platelets,,,,,,,,,2,8,2024-11-03 19:44:33,2024-11-03 19:44:33,INFLOW
REDCROSS,inventory_transaction,43,redcross-43-1325-f12735831f0b1087fc75c368854bf392,,O+,Whole Blood,,,,,,,,,7,22,2024-11-12 04:51:22,2024-11-12 04:51:22,OUTFLOW
REDCROSS,inventory_transaction,11,redcross-11-1326-92f6907e6a997c17df65d7600279032b,,B+,Cryoprecipitate,,,,,,,,,1,3,2024-06-25 09:19:05,2024-06-25 09:19:05,INFLOW
REDCROSS,inventory_transaction,28,redcross-28-1327-7786c974270adfc9a377872622b9eb75,,O+,Packed RBC,,,,,,,,,3,13,2025-07-22 11:00:30,2025-07-22 11:00:30,INFLOW
REDCROSS,inventory_transaction,31,redcross-31-1328-47e547522220b100278611ec054a3607,,B+,Plasma,,,,,,,,,12,17,2025-04-28 21:24:53,2025-04-28 21:24:53,OUTFLOW
REDCROSS,inventory_transaction,16,redcross-16-1329-1b486f7a7b001f94fbf924b83638c854,,A+,Whole Blood,,,,,,,,,5,25,2024-11-21 04:25:49,2024-11-21 04:25:49,INFLOW
REDCROSS,inventory_transaction,39,redcross-39-1330-44e5937c7f3296283f94ea80bf791b32,,B+,Whole Blood,,,,,,,,,3,17,2025-11-16 23:37:01,2025-11-16 23:37:01,INFLOW
REDCROSS,inventory_transaction,24,redcross-24-1331-abf09462ffeafb8659b958dd5f8e0fb9,,O+,Platelets,,,,,,,,,1,1,2025-09-17 19:48:25,2025-09-17 19:48:25,OUTFLOW
REDCROSS,inventory_transaction,9,redcross-9-1332-72ffa458ce951ab8dbf86d8a1244994c,,B+,Whole Blood,,,,,,,,,4,15,2025-03-21 02:21:24,2025-03-21 02:21:24,INFLOW
REDCROSS,inventory_transaction,19,redcross-19-1333-66283a224ef82aab10bcf1451fcb0922,,O+,Cryoprecipitate,,,,,,,,,2,3,2024-02-05 08:26:11,2024-02-05 08:26:11,OUTFLOW
REDCROSS,inventory_transaction,44,redcross-44-1334-3d1b5989149a5f0b6cff1b00ed4c765d,,B+,Whole Blood,,,,,,,,,4,10,2024-03-25 11:43:46,2024-03-25 11:43:46,INFLOW
REDCROSS,inventory_transaction,11,redcross-11-1335-092d59b77c4a633066f2cb4c60db17e4,,O+,Platelets,,,,,,,,,4,8,2025-12-03 14:00:31,2025-12-03 14:00:31,OUTFLOW
REDCROSS,inventory_transaction,50,redcross-50-1336-da6a9f5ac5d91b1380b7ecb95977515d,,O+,Plasma,,,,,,,,,15,66,2025-10-11 03:38:51,2025-10-11 03:38:51,INFLOW
REDCROSS,inventory_transaction,24,redcross-24-1337-baa0cbc4efeb5ab64928f07cf7e143fd,,A+,Cryoprecipitate,,,,,,,,,2,4,2025-07-01 11:07:50,2025-07-01 11:07:50,INFLOW
REDCROSS,inventory_transaction,49,redcross-49-1338-76823c0e7f1dc7da96326a35452bd67d,,B+,Cryoprecipitate,,,,,,,,,3,12,2024-01-08 10:59:45,2024-01-08 10:59:45,INFLOW
REDCROSS,inventory_transaction,33,redcross-33-1339-3d30c62ea6e21750b131a75ea0115fb3,,A+,Cryoprecipitate,,,,,,,,,1,1,2025-03-21 01:29:18,2025-03-21 01:29:18,INFLOW
REDCROSS,inventory_transaction,30,redcross-30-1340-0e664e15e6767c41c0440340f0aa329b,,O+,Platelets,,,,,,,,,1,8,2024-09-15 13:21:43,2024-09-15 13:21:43,OUTFLOW
REDCROSS,inventory_transaction,35,redcross-35-1341-5a172808b40f1c3a5d24247716477c64,,O+,Fresh Frozen Plasma,,,,,,,,,2,42,2024-01-18 14:20:19,2024-01-18 14:20:19,INFLOW
REDCROSS,inventory_transaction,8,redcross-8-1342-80c6fe8c4951e51fb751964603812e92,,O+,Whole Blood,,,,,,,,,4,30,2025-02-09 07:11:05,2025-02-09 07:11:05,OUTFLOW
REDCROSS,inventory_transaction,9,redcross-9-1343-2e1efcb6808521347adb978454e87936,,A+,Cryoprecipitate,,,,,,,,,2,11,2024-10-08 11:29:44,2024-10-08 11:29:44,INFLOW
REDCROSS,inventory_transaction,37,redcross-37-1344-c2f69f9e0375ae95937c74399329a96c,,B+,Whole Blood,,,,,,,,,4,10,2024-02-09 04:38:46,2024-02-09 04:38:46,INFLOW
REDCROSS,inventory_transaction,47,redcross-47-1345-00c4e70895c72bbde8078ee9c710b1a0,,O+,Cryoprecipitate,,,,,,,,,1,7,2025-03-08 12:01:11,2025-03-08 12:01:11,OUTFLOW
REDCROSS,inventory_transaction,28,redcross-28-1346-247134aafd46449843dc91585d210066,,B-,Packed RBC,,,,,,,,,1,0,2024-11-06 19:32:34,2024-11-06 19:32:34,OUTFLOW
REDCROSS,inventory_transaction,24,redcross-24-1347-4e975c6b16b659e00d137d73e967f1f7,,B+,Packed RBC,,,,,,,,,3,8,2025-03-23 08:47:44,2025-03-23 08:47:44,OUTFLOW
REDCROSS,inventory_transaction,33,redcross-33-1348-1b72b5d0fdcc04fc9ed37e40eca1cc83,,A+,Platelets,,,,,,,,,2,2,2024-07-04 21:18:17,2024-07-04 21:18:17,INFLOW
